,collectionTokenId,value,trait_type
46163,37000686,Coordination: Good,Paper Armada
46164,37000686,Coloring strategy: Group,Paper Armada
46165,37000687,All Paper Armadas,Paper Armada
46166,37000687,Type: Trooper,Paper Armada
46167,37000687,Angle: Rotated left,Paper Armada
46168,37000687,Width: 16,Paper Armada
46169,37000687,Height: 22,Paper Armada
46170,37000687,Palette: Magic Hour,Paper Armada
46171,37000687,Base color: White,Paper Armada
46172,37000687,Unit shape: Ship,Paper Armada
46173,37000687,Coordination: Bad,Paper Armada
46174,37000687,Coloring strategy: Group,Paper Armada
46175,37000688,All Paper Armadas,Paper Armada
46176,37000688,Type: Carrier,Paper Armada
46177,37000688,Angle: Tilted right,Paper Armada
46178,37000688,Palette: Paddle,Paper Armada
46179,37000688,Crew size: 3,Paper Armada
46180,37000688,Base color: Black,Paper Armada
46181,37000688,Unit shape: Ship,Paper Armada
46182,37000688,Coordination: Good,Paper Armada
46183,37000688,Coloring strategy: Group,Paper Armada
46184,37000689,All Paper Armadas,Paper Armada
46185,37000689,Type: Trooper,Paper Armada
46186,37000689,Angle: Tilted right,Paper Armada
46187,37000689,Width: 12,Paper Armada
46188,37000689,Height: 20,Paper Armada
46189,37000689,Palette: Nightlife,Paper Armada
46190,37000689,Base color: White,Paper Armada
46191,37000689,Unit shape: Ship,Paper Armada
46192,37000689,Coordination: Bad,Paper Armada
46193,37000689,Coloring strategy: Group,Paper Armada
46194,37000690,All Paper Armadas,Paper Armada
46195,37000690,Type: Trooper,Paper Armada
46196,37000690,Angle: Tilted left,Paper Armada
46197,37000690,Width: 14,Paper Armada
46198,37000690,Height: 20,Paper Armada
46199,37000690,Palette: Eventide,Paper Armada
46200,37000690,Base color: White,Paper Armada
46201,37000690,Unit shape: Ship,Paper Armada
46202,37000690,Coordination: Bad,Paper Armada
46203,37000690,Coloring strategy: Group,Paper Armada
46204,37000691,All Paper Armadas,Paper Armada
46205,37000691,Type: Trooper,Paper Armada
46206,37000691,Angle: Rotated left,Paper Armada
46207,37000691,Width: 12,Paper Armada
46208,37000691,Height: 20,Paper Armada
46209,37000691,Palette: Mysore,Paper Armada
46210,37000691,Base color: White,Paper Armada
46211,37000691,Unit shape: Ship,Paper Armada
46212,37000691,Coordination: Bad,Paper Armada
46213,37000691,Coloring strategy: Group,Paper Armada
46214,37000692,All Paper Armadas,Paper Armada
46215,37000692,Type: Trooper,Paper Armada
46216,37000692,Angle: Tilted left,Paper Armada
46217,37000692,Width: 16,Paper Armada
46218,37000692,Height: 20,Paper Armada
46219,37000692,Palette: Mysore,Paper Armada
46220,37000692,Base color: Black,Paper Armada
46221,37000692,Unit shape: Ship,Paper Armada
46222,37000692,Coordination: Bad,Paper Armada
46223,37000692,Coloring strategy: Group,Paper Armada
46224,37000693,All Paper Armadas,Paper Armada
46225,37000693,Type: Carrier,Paper Armada
46226,37000693,Angle: Tilted right,Paper Armada
46227,37000693,Palette: Paddle,Paper Armada
46228,37000693,Crew size: 3,Paper Armada
46229,37000693,Base color: Black,Paper Armada
46230,37000693,Unit shape: Ship,Paper Armada
46231,37000693,Coordination: Good,Paper Armada
46232,37000693,Coloring strategy: Group,Paper Armada
46233,37000694,All Paper Armadas,Paper Armada
46234,37000694,Type: Cruiser,Paper Armada
46235,37000694,Angle: Tilted right,Paper Armada
46236,37000694,Palette: Eventide,Paper Armada
46237,37000694,Crew size: 2,Paper Armada
46238,37000694,Base color: White,Paper Armada
46239,37000694,Unit shape: Ship,Paper Armada
46240,37000694,Coordination: Good,Paper Armada
46241,37000694,Coloring strategy: Group,Paper Armada
46242,37000695,All Paper Armadas,Paper Armada
46243,37000695,Type: Cruiser,Paper Armada
46244,37000695,Angle: Rotated right,Paper Armada
46245,37000695,Palette: Nowak,Paper Armada
46246,37000695,Crew size: 2,Paper Armada
46247,37000695,Base color: White,Paper Armada
46248,37000695,Unit shape: Ship,Paper Armada
46249,37000695,Coordination: Good,Paper Armada
46250,37000695,Coloring strategy: Group,Paper Armada
46251,37000696,All Paper Armadas,Paper Armada
46252,37000696,Type: Trooper,Paper Armada
46253,37000696,Angle: Tilted right,Paper Armada
46254,37000696,Width: 14,Paper Armada
46255,37000696,Height: 22,Paper Armada
46256,37000696,Palette: Docks,Paper Armada
46257,37000696,Base color: White,Paper Armada
46258,37000696,Unit shape: Ship,Paper Armada
46259,37000696,Coordination: Good,Paper Armada
46260,37000696,Coloring strategy: Group,Paper Armada
46261,37000697,All Paper Armadas,Paper Armada
46262,37000697,Type: Trooper,Paper Armada
46263,37000697,Angle: Tilted left,Paper Armada
46264,37000697,Width: 14,Paper Armada
46265,37000697,Height: 22,Paper Armada
46266,37000697,Palette: Slapdash,Paper Armada
46267,37000697,Base color: Black,Paper Armada
46268,37000697,Unit shape: Ship,Paper Armada
46269,37000697,Coordination: Bad,Paper Armada
46270,37000697,Coloring strategy: Group,Paper Armada
46271,37000698,All Paper Armadas,Paper Armada
46272,37000698,Type: Trooper,Paper Armada
46273,37000698,Angle: Tilted left,Paper Armada
46274,37000698,Width: 12,Paper Armada
46275,37000698,Height: 18,Paper Armada
46276,37000698,Palette: Main Course,Paper Armada
46277,37000698,Base color: White,Paper Armada
46278,37000698,Unit shape: Ship,Paper Armada
46279,37000698,Coordination: Bad,Paper Armada
46280,37000698,Coloring strategy: Group,Paper Armada
46281,37000699,All Paper Armadas,Paper Armada
46282,37000699,Type: Cruiser,Paper Armada
46283,37000699,Angle: Tilted left,Paper Armada
46284,37000699,Palette: Paddle,Paper Armada
46285,37000699,Crew size: 3,Paper Armada
46286,37000699,Base color: White,Paper Armada
46287,37000699,Unit shape: Ship,Paper Armada
46288,37000699,Coordination: Good,Paper Armada
46289,37000699,Coloring strategy: Group,Paper Armada
46290,37000700,All Paper Armadas,Paper Armada
46291,37000700,Type: Convoy,Paper Armada
46292,37000700,Angle: Tilted left,Paper Armada
46293,37000700,Palette: Slapdash,Paper Armada
46294,37000700,Base color: White,Paper Armada
46295,37000700,Unit shape: Ship,Paper Armada
46296,37000700,Coordination: Good,Paper Armada
46297,37000700,Coloring strategy: Group,Paper Armada
46298,37000701,All Paper Armadas,Paper Armada
46299,37000701,Type: Trooper,Paper Armada
46300,37000701,Angle: Tilted left,Paper Armada
46301,37000701,Width: 16,Paper Armada
46302,37000701,Height: 20,Paper Armada
46303,37000701,Palette: Overgrown,Paper Armada
46304,37000701,Base color: White,Paper Armada
46305,37000701,Unit shape: Ship,Paper Armada
46306,37000701,Coordination: Good,Paper Armada
46307,37000701,Coloring strategy: Random,Paper Armada
46308,37000702,All Paper Armadas,Paper Armada
46309,37000702,Type: Trooper,Paper Armada
46310,37000702,Angle: Tilted right,Paper Armada
46311,37000702,Width: 12,Paper Armada
46312,37000702,Height: 22,Paper Armada
46313,37000702,Palette: Nightlife,Paper Armada
46314,37000702,Base color: White,Paper Armada
46315,37000702,Unit shape: Ship,Paper Armada
46316,37000702,Coordination: Bad,Paper Armada
46317,37000702,Coloring strategy: Group,Paper Armada
46318,37000703,All Paper Armadas,Paper Armada
46319,37000703,Type: Trooper,Paper Armada
46320,37000703,Angle: Rotated right,Paper Armada
46321,37000703,Width: 14,Paper Armada
46322,37000703,Height: 18,Paper Armada
46323,37000703,Palette: Paddle,Paper Armada
46324,37000703,Base color: Black,Paper Armada
46325,37000703,Unit shape: Ship,Paper Armada
46326,37000703,Coordination: Bad,Paper Armada
46327,37000703,Coloring strategy: Main,Paper Armada
46328,37000704,All Paper Armadas,Paper Armada
46329,37000704,Type: Convoy,Paper Armada
46330,37000704,Angle: Tilted left,Paper Armada
46331,37000704,Palette: Gold Rush,Paper Armada
46332,37000704,Base color: White,Paper Armada
46333,37000704,Unit shape: Ship,Paper Armada
46334,37000704,Coordination: Good,Paper Armada
46335,37000704,Coloring strategy: Group,Paper Armada
46336,37000705,All Paper Armadas,Paper Armada
46337,37000705,Type: Trooper,Paper Armada
46338,37000705,Angle: Tilted right,Paper Armada
46339,37000705,Width: 12,Paper Armada
46340,37000705,Height: 16,Paper Armada
46341,37000705,Palette: Paddle,Paper Armada
46342,37000705,Base color: White,Paper Armada
46343,37000705,Unit shape: Satelite,Paper Armada
46344,37000705,Coordination: Bad,Paper Armada
46345,37000705,Coloring strategy: Main,Paper Armada
46346,37000706,All Paper Armadas,Paper Armada
46347,37000706,Type: Carrier,Paper Armada
46348,37000706,Angle: Tilted left,Paper Armada
46349,37000706,Palette: Eventide,Paper Armada
46350,37000706,Crew size: 3,Paper Armada
46351,37000706,Base color: White,Paper Armada
46352,37000706,Unit shape: Ship,Paper Armada
46353,37000706,Coordination: Good,Paper Armada
46354,37000706,Coloring strategy: Main,Paper Armada
46355,37000707,All Paper Armadas,Paper Armada
46356,37000707,Type: Trooper,Paper Armada
46357,37000707,Angle: Rotated left,Paper Armada
46358,37000707,Width: 12,Paper Armada
46359,37000707,Height: 20,Paper Armada
46360,37000707,Palette: Jupiter,Paper Armada
46361,37000707,Base color: Black,Paper Armada
46362,37000707,Unit shape: Ship,Paper Armada
46363,37000707,Coordination: Bad,Paper Armada
46364,37000707,Coloring strategy: Random,Paper Armada
46365,37000708,All Paper Armadas,Paper Armada
46366,37000708,Type: Trooper,Paper Armada
46367,37000708,Angle: Tilted left,Paper Armada
46368,37000708,Width: 14,Paper Armada
46369,37000708,Height: 20,Paper Armada
46370,37000708,Palette: Spider King,Paper Armada
46371,37000708,Base color: White,Paper Armada
46372,37000708,Unit shape: Ship,Paper Armada
46373,37000708,Coordination: Good,Paper Armada
46374,37000708,Coloring strategy: Main,Paper Armada
46375,37000709,All Paper Armadas,Paper Armada
46376,37000709,Type: Carrier,Paper Armada
46377,37000709,Angle: Tilted left,Paper Armada
46378,37000709,Palette: Revolucion,Paper Armada
46379,37000709,Crew size: 3,Paper Armada
46380,37000709,Base color: White,Paper Armada
46381,37000709,Unit shape: Ship,Paper Armada
46382,37000709,Coordination: Good,Paper Armada
46383,37000709,Coloring strategy: Main,Paper Armada
46384,37000710,All Paper Armadas,Paper Armada
46385,37000710,Type: Carrier,Paper Armada
46386,37000710,Angle: Tilted right,Paper Armada
46387,37000710,Palette: Paddle,Paper Armada
46388,37000710,Crew size: 2,Paper Armada
46389,37000710,Base color: White,Paper Armada
46390,37000710,Unit shape: Ship,Paper Armada
46391,37000710,Coordination: Bad,Paper Armada
46392,37000710,Coloring strategy: Group,Paper Armada
46393,37000711,All Paper Armadas,Paper Armada
46394,37000711,Type: Trooper,Paper Armada
46395,37000711,Angle: Tilted right,Paper Armada
46396,37000711,Width: 12,Paper Armada
46397,37000711,Height: 22,Paper Armada
46398,37000711,Palette: Dayspring,Paper Armada
46399,37000711,Base color: White,Paper Armada
46400,37000711,Unit shape: Ship,Paper Armada
46401,37000711,Coordination: Bad,Paper Armada
46402,37000711,Coloring strategy: Group,Paper Armada
46403,37000712,All Paper Armadas,Paper Armada
46404,37000712,Type: Convoy,Paper Armada
46405,37000712,Angle: Tilted left,Paper Armada
46406,37000712,Palette: Mono,Paper Armada
46407,37000712,Base color: White,Paper Armada
46408,37000712,Unit shape: Ship,Paper Armada
46409,37000712,Coordination: Good,Paper Armada
46410,37000712,Coloring strategy: Group,Paper Armada
46411,37000713,All Paper Armadas,Paper Armada
46412,37000713,Type: Trooper,Paper Armada
46413,37000713,Angle: Tilted right,Paper Armada
46414,37000713,Width: 14,Paper Armada
46415,37000713,Height: 20,Paper Armada
46416,37000713,Palette: Woodwork,Paper Armada
46417,37000713,Base color: Black,Paper Armada
46418,37000713,Unit shape: Ship,Paper Armada
46419,37000713,Coordination: Bad,Paper Armada
46420,37000713,Coloring strategy: Group,Paper Armada
46421,37000714,All Paper Armadas,Paper Armada
46422,37000714,Type: Carrier,Paper Armada
46423,37000714,Angle: Tilted right,Paper Armada
46424,37000714,Palette: Docks,Paper Armada
46425,37000714,Crew size: 3,Paper Armada
46426,37000714,Base color: White,Paper Armada
46427,37000714,Unit shape: Ship,Paper Armada
46428,37000714,Coordination: Good,Paper Armada
46429,37000714,Coloring strategy: Random,Paper Armada
46430,37000715,All Paper Armadas,Paper Armada
46431,37000715,Type: Trooper,Paper Armada
46432,37000715,Angle: Tilted left,Paper Armada
46433,37000715,Width: 12,Paper Armada
46434,37000715,Height: 20,Paper Armada
46435,37000715,Palette: Spider King,Paper Armada
46436,37000715,Base color: White,Paper Armada
46437,37000715,Unit shape: Ship,Paper Armada
46438,37000715,Coordination: Bad,Paper Armada
46439,37000715,Coloring strategy: Group,Paper Armada
46440,37000716,All Paper Armadas,Paper Armada
46441,37000716,Type: Trooper,Paper Armada
46442,37000716,Angle: Tilted left,Paper Armada
46443,37000716,Width: 14,Paper Armada
46444,37000716,Height: 18,Paper Armada
46445,37000716,Palette: Junkyard,Paper Armada
46446,37000716,Base color: White,Paper Armada
46447,37000716,Unit shape: Ship,Paper Armada
46448,37000716,Coordination: Bad,Paper Armada
46449,37000716,Coloring strategy: Main,Paper Armada
46450,37000717,All Paper Armadas,Paper Armada
46451,37000717,Type: Carrier,Paper Armada
46452,37000717,Angle: Tilted left,Paper Armada
46453,37000717,Palette: Nightlife,Paper Armada
46454,37000717,Crew size: 4,Paper Armada
46455,37000717,Base color: White,Paper Armada
46456,37000717,Unit shape: Ship,Paper Armada
46457,37000717,Coordination: Good,Paper Armada
46458,37000717,Coloring strategy: Group,Paper Armada
46459,37000718,All Paper Armadas,Paper Armada
46460,37000718,Type: Trooper,Paper Armada
46461,37000718,Angle: Tilted left,Paper Armada
46462,37000718,Width: 14,Paper Armada
46463,37000718,Height: 20,Paper Armada
46464,37000718,Palette: Gold Rush,Paper Armada
46465,37000718,Base color: White,Paper Armada
46466,37000718,Unit shape: Ship,Paper Armada
46467,37000718,Coordination: Good,Paper Armada
46468,37000718,Coloring strategy: Group,Paper Armada
46469,37000719,All Paper Armadas,Paper Armada
46470,37000719,Type: Mothership,Paper Armada
46471,37000719,Angle: Tilted right,Paper Armada
46472,37000719,Palette: Delphi,Paper Armada
46473,37000719,Base color: White,Paper Armada
46474,37000719,Unit shape: Ship,Paper Armada
46475,37000719,Coloring strategy: Group,Paper Armada
46476,37000720,All Paper Armadas,Paper Armada
46477,37000720,Type: Trooper,Paper Armada
46478,37000720,Angle: Tilted left,Paper Armada
46479,37000720,Width: 14,Paper Armada
46480,37000720,Height: 20,Paper Armada
46481,37000720,Palette: Overgrown,Paper Armada
46482,37000720,Base color: White,Paper Armada
46483,37000720,Unit shape: Ship,Paper Armada
46484,37000720,Coordination: Bad,Paper Armada
46485,37000720,Coloring strategy: Random,Paper Armada
46486,37000721,All Paper Armadas,Paper Armada
46487,37000721,Type: Trooper,Paper Armada
46488,37000721,Angle: Straight,Paper Armada
46489,37000721,Width: 12,Paper Armada
46490,37000721,Height: 20,Paper Armada
46491,37000721,Palette: Nowak,Paper Armada
46492,37000721,Base color: White,Paper Armada
46493,37000721,Unit shape: Satelite,Paper Armada
46494,37000721,Coordination: Bad,Paper Armada
46495,37000721,Coloring strategy: Group,Paper Armada
46496,37000722,All Paper Armadas,Paper Armada
46497,37000722,Type: Trooper,Paper Armada
46498,37000722,Angle: Rotated left,Paper Armada
46499,37000722,Width: 12,Paper Armada
46500,37000722,Height: 16,Paper Armada
46501,37000722,Palette: Spider King,Paper Armada
46502,37000722,Base color: White,Paper Armada
46503,37000722,Unit shape: Ship,Paper Armada
46504,37000722,Coordination: Bad,Paper Armada
46505,37000722,Coloring strategy: Group,Paper Armada
46506,37000723,All Paper Armadas,Paper Armada
46507,37000723,Type: Trooper,Paper Armada
46508,37000723,Angle: Rotated right,Paper Armada
46509,37000723,Width: 16,Paper Armada
46510,37000723,Height: 20,Paper Armada
46511,37000723,Palette: Gold Rush,Paper Armada
46512,37000723,Base color: White,Paper Armada
46513,37000723,Unit shape: Ship,Paper Armada
46514,37000723,Coordination: Bad,Paper Armada
46515,37000723,Coloring strategy: Group,Paper Armada
46516,37000724,All Paper Armadas,Paper Armada
46517,37000724,Type: Mothership,Paper Armada
46518,37000724,Angle: Tilted right,Paper Armada
46519,37000724,Palette: Jupiter,Paper Armada
46520,37000724,Base color: White,Paper Armada
46521,37000724,Unit shape: Ship,Paper Armada
46522,37000724,Coloring strategy: Single,Paper Armada
46523,37000725,All Paper Armadas,Paper Armada
46524,37000725,Type: Trooper,Paper Armada
46525,37000725,Angle: Rotated right,Paper Armada
46526,37000725,Width: 12,Paper Armada
46527,37000725,Height: 22,Paper Armada
46528,37000725,Palette: Delphi,Paper Armada
46529,37000725,Base color: White,Paper Armada
46530,37000725,Unit shape: Ship,Paper Armada
46531,37000725,Coordination: Bad,Paper Armada
46532,37000725,Coloring strategy: Group,Paper Armada
46533,37000726,All Paper Armadas,Paper Armada
46534,37000726,Type: Trooper,Paper Armada
46535,37000726,Angle: Tilted left,Paper Armada
46536,37000726,Width: 16,Paper Armada
46537,37000726,Height: 16,Paper Armada
46538,37000726,Palette: Woodwork,Paper Armada
